,Instrument,Date,Maturity,PUTCALLIND,Strike,Close,Imp_Vol
311,/GDAX137500F0.EX,15/05/2020,19/06/2020,CALL,13750,0.5,30.45
312,/GDAX137500R0.EX,15/05/2020,19/06/2020,PUT ,13750,3436.1,34.08
313,/GDAX138000F0.EX,15/05/2020,19/06/2020,CALL,13800,0.4,30.82
314,/GDAX138000R0.EX,15/05/2020,19/06/2020,PUT ,13800,3486.1,34.44
315,/GDAX138500F0.EX,15/05/2020,19/06/2020,CALL,13850,0.4,31.18
316,/GDAX138500R0.EX,15/05/2020,19/06/2020,PUT ,13850,3536.1,34.8
317,/GDAX139000F0.EX,15/05/2020,19/06/2020,CALL,13900,0.4,31.03
318,/GDAX139000R0.EX,15/05/2020,19/06/2020,PUT ,13900,3586.1,35.16
319,/GDAX139500F0.EX,15/05/2020,19/06/2020,CALL,13950,0.4,31.38
320,/GDAX139500R0.EX,15/05/2020,19/06/2020,PUT ,13950,3636.1,35.52
321,/GDAX140000F0.EX,15/05/2020,19/06/2020,CALL,14000,0.4,31.73
322,/GDAX140000R0.EX,15/05/2020,19/06/2020,PUT ,14000,3686.2,35.87
323,/GDAX140500F0.EX,15/05/2020,19/06/2020,CALL,14050,0.3,32.08
324,/GDAX140500R0.EX,15/05/2020,19/06/2020,PUT ,14050,3736.2,36.22
325,/GDAX141000F0.EX,15/05/2020,19/06/2020,CALL,14100,0.3,31.81
326,/GDAX141000R0.EX,15/05/2020,19/06/2020,PUT ,14100,3786.2,36.56
327,/GDAX141500F0.EX,15/05/2020,19/06/2020,CALL,14150,0.3,32.15
328,/GDAX141500R0.EX,15/05/2020,19/06/2020,PUT ,14150,3836.2,37.13
329,/GDAX142000F0.EX,15/05/2020,19/06/2020,CALL,14200,0.3,32.49
330,/GDAX142000R0.EX,15/05/2020,19/06/2020,PUT ,14200,3886.3,37.47
331,/GDAX142500F0.EX,15/05/2020,19/06/2020,CALL,14250,0.3,32.82
332,/GDAX142500R0.EX,15/05/2020,19/06/2020,PUT ,14250,3936.3,37.81
333,/GDAX143000F0.EX,15/05/2020,19/06/2020,CALL,14300,0.3,33.16
334,/GDAX143000R0.EX,15/05/2020,19/06/2020,PUT ,14300,3986.3,38.15
335,/GDAX143500F0.EX,15/05/2020,19/06/2020,CALL,14350,0.3,32.71
336,/GDAX143500R0.EX,15/05/2020,19/06/2020,PUT ,14350,4036.4,38.49
337,/GDAX144000F0.EX,15/05/2020,19/06/2020,CALL,14400,0.3,33.03
338,/GDAX144000R0.EX,15/05/2020,19/06/2020,PUT ,14400,4086.4,39.05
339,/GDAX144500F0.EX,15/05/2020,19/06/2020,CALL,14450,0.3,33.36
340,/GDAX144500R0.EX,15/05/2020,19/06/2020,PUT ,14450,4136.4,39.38
341,/GDAX145000F0.EX,15/05/2020,19/06/2020,CALL,14500,0.3,33.68
342,/GDAX145000R0.EX,15/05/2020,19/06/2020,PUT ,14500,4186.4,39.72
343,/GDAX145500F0.EX,15/05/2020,19/06/2020,CALL,14550,0.2,34
344,/GDAX145500R0.EX,15/05/2020,19/06/2020,PUT ,14550,4236.5,40.05
345,/GDAX146000F0.EX,15/05/2020,19/06/2020,CALL,14600,0.2,34.32
346,/GDAX146000R0.EX,15/05/2020,19/06/2020,PUT ,14600,4286.5,40.6
347,/GDAX146500F0.EX,15/05/2020,19/06/2020,CALL,14650,0.2,34.64
348,/GDAX146500R0.EX,15/05/2020,19/06/2020,PUT ,14650,4336.5,40.93
349,/GDAX147000F0.EX,15/05/2020,19/06/2020,CALL,14700,0.2,34.96
350,/GDAX147000R0.EX,15/05/2020,19/06/2020,PUT ,14700,4386.6,41.25
351,/GDAX147500F0.EX,15/05/2020,19/06/2020,CALL,14750,0.2,35.27
352,/GDAX147500R0.EX,15/05/2020,19/06/2020,PUT ,14750,4436.6,41.58
353,/GDAX148000F0.EX,15/05/2020,19/06/2020,CALL,14800,0.2,34.49
354,/GDAX148000R0.EX,15/05/2020,19/06/2020,PUT ,14800,4486.6,42.13
355,/GDAX148500F0.EX,15/05/2020,19/06/2020,CALL,14850,0.2,34.79
356,/GDAX148500R0.EX,15/05/2020,19/06/2020,PUT ,14850,4536.7,42.45
357,/GDAX149000F0.EX,15/05/2020,19/06/2020,CALL,14900,0.2,35.09
358,/GDAX149000R0.EX,15/05/2020,19/06/2020,PUT ,14900,4586.7,42.77
359,/GDAX149500F0.EX,15/05/2020,19/06/2020,CALL,14950,0.2,35.4
360,/GDAX149500R0.EX,15/05/2020,19/06/2020,PUT ,14950,4636.7,43.32
361,/GDAX150000F0.EX,15/05/2020,19/06/2020,CALL,15000,0.2,35.7
362,/GDAX150000R0.EX,15/05/2020,19/06/2020,PUT ,15000,4686.8,43.64
363,/GDAX155000F0.EX,15/05/2020,19/06/2020,CALL,15500,0.2,38.64
364,/GDAX155000R0.EX,15/05/2020,19/06/2020,PUT ,15500,5187.1,47.43
365,/GDAX160000F0.EX,15/05/2020,19/06/2020,CALL,16000,0.1,39.5
366,/GDAX160000R0.EX,15/05/2020,19/06/2020,PUT ,16000,5687.5,51.09
367,/GDAX165000F0.EX,15/05/2020,19/06/2020,CALL,16500,0.1,42.11
368,/GDAX165000R0.EX,15/05/2020,19/06/2020,PUT ,16500,6187.8,54.88
369,/GDAX170000F0.EX,15/05/2020,19/06/2020,CALL,17000,0.1,44.63
370,/GDAX170000R0.EX,15/05/2020,19/06/2020,PUT ,17000,6688.2,58.55
371,/GDAX175000F0.EX,15/05/2020,19/06/2020,CALL,17500,0.1,47.07
372,/GDAX175000R0.EX,15/05/2020,19/06/2020,PUT ,17500,7188.6,61.89
373,/GDAX180000F0.EX,15/05/2020,19/06/2020,CALL,18000,0.1,49.42
374,/GDAX180000R0.EX,15/05/2020,19/06/2020,PUT ,18000,7689,65.37
375,/GDAX185000F0.EX,15/05/2020,19/06/2020,CALL,18500,0.1,51.7
376,/GDAX185000R0.EX,15/05/2020,19/06/2020,PUT ,18500,8189.4,68.53
377,/GDAX190000F0.EX,15/05/2020,19/06/2020,CALL,19000,0.1,53.91
378,/GDAX190000R0.EX,15/05/2020,19/06/2020,PUT ,19000,8689.8,71.82
